objectid,collectionid,parentid,display_template,sequence,title,archival_call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,language,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,chronological_subject,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rights_management_valueURI,date,date_digital,publisher,publisher_uri,ark,pres_file,filename,image_small,image_thumb,object_location,object_pdf,image_alt_text,object_ocr,object_hocr,object_transcript,avian_id,uid,issuance,issuance_start,issuance_end,frequency,relation,relation_uri,disclaimer,digital_origin
mezvinsky319,mezvinsky,mezvinsky314,child,5,Page 4,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i033.tif,ms0274b033f008i033.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i033_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i033_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i033.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky320,mezvinsky,mezvinsky314,child,6,Page 5,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i034.tif,ms0274b033f008i034.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i034_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i034_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i034.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky321,mezvinsky,mezvinsky314,child,7,Page 6,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i035.tif,ms0274b033f008i035.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i035_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i035_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i035.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky322,mezvinsky,mezvinsky314,child,8,Page 7,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i036.tif,ms0274b033f008i036.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i036_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i036_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i036.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky323,mezvinsky,mezvinsky314,child,9,Page 8,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i037.tif,ms0274b033f008i037.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i037_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i037_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i037.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky324,mezvinsky,mezvinsky314,child,10,Page 9,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i038.tif,ms0274b033f008i038.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i038_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i038_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i038.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky325,mezvinsky,mezvinsky314,child,11,Page 10,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i039.tif,ms0274b033f008i039.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i039_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i039_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i039.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky326,mezvinsky,mezvinsky314,child,12,Page 11,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i040.tif,ms0274b033f008i040.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i040_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i040_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i040.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky327,mezvinsky,mezvinsky314,child,13,Page 12,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i041.tif,ms0274b033f008i041.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i041_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i041_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i041.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky328,mezvinsky,,simple,0,"Full committee notice of meeting, October 26, 1973",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,33,8,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Zeifman, Jerome M.",http://id.loc.gov/authorities/names/n79048712,,,,,,,,,United States. Congress. House. Committee on the Judiciary,https://id.loc.gov/authorities/names/n79036854,"Agenda for the House Committee on the Judiciary for the October 30, 1973 meeting.",eng,Vice-presidents;Subpoena;Impeachments;Grand jury,http://id.worldcat.org/fast/1166246;http://id.worldcat.org/fast/1136691;http://id.worldcat.org/fast/968081;http://id.worldcat.org/fast/946332,,,,,,"Ford, Gerald R., 1913-2006",http://id.loc.gov/authorities/names/n79022087,,,1970s,1 page,,,agendas (administrative records),https://vocab.getty.edu/aat/300027426,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1973-10-26,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i042.tif,ms0274b033f008i042.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i042_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i042_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i042.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky328.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky329,mezvinsky,,complex,0,Union speech,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,33,8,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,Outline of points to present in a speech about impeachment procedure and ongoing investigations.,eng,Impeachments;Trials (Impeachment);Subpoena,http://id.worldcat.org/fast/968081;http://id.worldcat.org/fast/1156347;http://id.worldcat.org/fast/1136691,,,,,,,,United States. Congress. House. Committee on the Judiciary,https://id.loc.gov/authorities/names/n79036854,1970s,2 pages,,,lecture notes,https://vocab.getty.edu/aat/300027204,Text,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1974,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i043_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i043_th.jpg,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky329.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky330,mezvinsky,mezvinsky329,child,1,Page 1,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i043.tif,ms0274b033f008i043.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i043_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i043_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i043.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky331,mezvinsky,mezvinsky329,child,2,Page 2,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b033f008i044.tif,ms0274b033f008i044.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b033f008i044_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b033f008i044_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b033f008i044.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky332,mezvinsky,,simple,0,"Statement by Rep. Edward Mezvinsky, April 11, 1974",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,34,1,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Mezvinsky, Edward M.",http://id.loc.gov/authorities/names/n89604784,,,,,,,,,,,Statement by Edward Mezvinsky regarding the House Committee on the Judiciary issuing a subpoena for presidential material.,eng,Subpoena;Impeachments;Watergate Affair (1972-1974),http://id.worldcat.org/fast/1136691;http://id.worldcat.org/fast/968081;http://id.worldcat.org/fast/1172679,,,,,,,,United States. Congress. House. Committee on the Judiciary,https://id.loc.gov/authorities/names/n79036854,1970s,1 page,,,speeches (documents),http://vocab.getty.edu/aat/300026671,Text,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1974-04-11,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b034f001i001.tif,ms0274b034f001i001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b034f001i001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b034f001i001_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b034f001i001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky332.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky333,mezvinsky,,simple,0,"Full committee notice of meeting, July 23, 1974",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,37,3,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Zeifman, Jerome M.",http://id.loc.gov/authorities/names/n79048712,,,,,,,,,United States. Congress. House. Committee on the Judiciary,https://id.loc.gov/authorities/names/n79036854,"Agenda for the House Committee on the Judiciary for the July 24, 1974 meeting.",eng,Impeachments,http://id.worldcat.org/fast/968081,,,,,,"Nixon, Richard M. (Richard Milhous), 1913-1994",http://id.loc.gov/authorities/names/n79018757,,,1970s,1 page,,,agendas (administrative records),https://vocab.getty.edu/aat/300027426,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1974-07-23,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b037f003i001.tif,ms0274b037f003i001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b037f003i001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b037f003i001_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b037f003i001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky333.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky334,mezvinsky,,complex,0,"Handwritten notes of Edward Mezvinsky's on the Statement of President Gerald R. Ford to the House Committee on the Judiciary, Subcommittee on Criminal Justice, October 17, 1974",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,37,7,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Mezvinsky, Edward M.",http://id.loc.gov/authorities/names/n89604784,,,,,,,,,,,"Notes taken by Edward Mezvinsky regarding President Ford's appearance before the House Committee on the Judiciary on October 17, 1974.",eng,Impeachments;Pardon,http://id.worldcat.org/fast/968081;http://id.worldcat.org/fast/1053286,,,,,,"Ford, Gerald R., 1913-2006;Nixon, Richard M. (Richard Milhous), 1913-1994",http://id.loc.gov/authorities/names/n79022087;http://id.loc.gov/authorities/names/n79018757,United States. Congress. House. Committee on the Judiciary,https://id.loc.gov/authorities/names/n79036854,1970s,3 pages,,,notes (documents),https://vocab.getty.edu/aat/300027200,Text,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,1974-10-17,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b037f007i001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b037f007i001_th.jpg,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky334.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky335,mezvinsky,mezvinsky334,child,1,Page 1,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b037f007i001.tif,ms0274b037f007i001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b037f007i001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b037f007i001_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b037f007i001.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky336,mezvinsky,mezvinsky334,child,2,Page 2,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b037f007i002.tif,ms0274b037f007i002.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b037f007i002_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b037f007i002_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b037f007i002.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky337,mezvinsky,mezvinsky334,child,3,Page 3,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b037f007i003.tif,ms0274b037f007i003.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b037f007i003_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b037f007i003_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b037f007i003.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky338,mezvinsky,,complex,0,"Statement of President Gerald R. Ford, House Committee on the Judiciary, Subcommittee on Criminal Justice, October 17, 1974",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,37,7,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Ford, Gerald R., 1913-2006",http://id.loc.gov/authorities/names/n79022087,,,,,,,,,United States. Congress. House. Committee on the Judiciary,https://id.loc.gov/authorities/names/n79036854,Statement of President Ford to the Subcommittee on Criminal Justice of the House Committee on the Judiciary regarding the presidential pardon of former president Nixon.,eng,Impeachments;Pardon;Executive power;Governmental investigations;Watergate Affair (1972-1974),http://id.worldcat.org/fast/968081;http://id.worldcat.org/fast/1053286;http://id.worldcat.org/fast/917857;http://id.worldcat.org/fast/945690;http://id.worldcat.org/fast/1172679,,,,,,"Nixon, Richard M. (Richard Milhous), 1913-1994",http://id.loc.gov/authorities/names/n79018757,,,1970s,22 pages,,,speeches (documents),http://vocab.getty.edu/aat/300026671,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1974-10-17,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b037f007i004_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b037f007i004_th.jpg,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky338.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky339,mezvinsky,mezvinsky338,child,1,Page 1,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274b037f007i004.tif,ms0274b037f007i004.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274b037f007i004_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274b037f007i004_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274b037f007i004.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
